,Date,Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,DateTime
2675,22-03-2018,565,11,69.0,46,2.1,0.7673593512417638,-3.9,2.33,0.0,0.0,Spring,No Holiday,Yes,2018-03-22 11:00:00
2676,22-03-2018,668,12,83.0,36,2.5,0.8302078053725291,-5.9,2.7,0.0,0.0,Spring,No Holiday,Yes,2018-03-22 12:00:00
2677,22-03-2018,648,13,99.0,29,3.2,0.8180435884439938,-7.3,2.91,0.0,0.0,Spring,No Holiday,Yes,2018-03-22 13:00:00
2678,22-03-2018,674,14,114.0,30,3.1,0.8337557019766852,-5.5,2.82,0.0,0.0,Spring,No Holiday,Yes,2018-03-22 14:00:00
2679,22-03-2018,758,15,107.0,34,4.5,0.9239736441966548,-4.5,2.51,0.0,0.0,Spring,No Holiday,Yes,2018-03-22 15:00:00
2680,22-03-2018,752,16,103.0,34,3.8,0.9239736441966548,-4.9,1.93,0.0,0.0,Spring,No Holiday,Yes,2018-03-22 16:00:00
2681,22-03-2018,999,17,96.0,38,3.2,0.8003041054232133,-4.0,1.35,0.0,0.0,Spring,No Holiday,Yes,2018-03-22 17:00:00
2682,22-03-2018,1495,18,79.0,46,3.1,0.52204764318297,-3.0,0.58,0.0,0.0,Spring,No Holiday,Yes,2018-03-22 18:00:00
2683,22-03-2018,923,19,62.0,54,1.8,0.43385707045108973,-2.4,0.08,0.0,0.0,Spring,No Holiday,Yes,2018-03-22 19:00:00
2684,22-03-2018,739,20,51.0,56,2.0,0.4419665484034465,-2.9,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-22 20:00:00
2685,22-03-2018,726,21,45.0,62,2.0,0.40496705524581855,-2.1,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-22 21:00:00
2686,22-03-2018,621,22,39.0,66,2.7,0.4880892042574759,-1.8,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-22 22:00:00
2687,22-03-2018,428,23,34.0,69,1.1,0.43993917891535733,-1.7,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-22 23:00:00
2688,23-03-2018,335,0,29.0,72,1.3,0.44399391789153575,-1.6,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 00:00:00
2689,23-03-2018,283,1,25.0,75,1.5,0.3846933603649265,-1.4,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 01:00:00
2690,23-03-2018,216,2,22.0,80,1.4,0.29802331474911303,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 02:00:00
2691,23-03-2018,128,3,19.0,81,1.1,0.2524075012671059,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 03:00:00
2692,23-03-2018,92,4,20.0,80,0.8,0.22655854029396857,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 04:00:00
2693,23-03-2018,95,5,22.0,79,0.8,0.26659908768373036,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 05:00:00
2694,23-03-2018,243,6,23.0,80,0.7,0.26305119107957425,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 06:00:00
2695,23-03-2018,661,7,25.0,79,1.4,0.2579827673593512,-0.7,0.01,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 07:00:00
2696,23-03-2018,1216,8,26.0,77,1.3,0.2736948808920426,-1.0,0.21,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 08:00:00
2697,23-03-2018,664,9,33.0,72,1.4,0.2995438418651799,-1.2,0.61,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 09:00:00
2698,23-03-2018,461,10,54.0,64,1.6,0.30917384693360367,-0.8,1.7,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 10:00:00
2699,23-03-2018,584,11,71.0,50,1.7,0.3912823112012164,-2.6,2.24,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 11:00:00
2700,23-03-2018,690,12,93.0,37,2.3,0.46274708565636086,-4.6,2.72,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 12:00:00
2701,23-03-2018,682,13,109.0,36,2.1,0.5301571211353269,-3.6,2.87,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 13:00:00
2702,23-03-2018,758,14,124.0,33,2.9,0.397364419665484,-3.4,2.71,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 14:00:00
2703,23-03-2018,849,15,121.0,30,3.0,0.553978712620375,-4.9,2.41,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 15:00:00
2704,23-03-2018,901,16,122.0,24,2.8,0.825139381652306,-7.8,1.98,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 16:00:00
2705,23-03-2018,1108,17,112.0,27,3.5,0.789660415610745,-7.1,1.19,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 17:00:00
2706,23-03-2018,1611,18,97.0,36,3.6,0.4668018246325393,-4.6,0.37,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 18:00:00
2707,23-03-2018,932,19,83.0,48,3.0,0.3811454637607704,-2.0,0.06,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 19:00:00
2708,23-03-2018,724,20,67.0,48,2.6,0.3786112519006589,-3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 20:00:00
2709,23-03-2018,676,21,58.0,60,2.2,0.3157627977698936,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 21:00:00
2710,23-03-2018,638,22,53.0,63,1.8,0.2858590978205778,-1.1,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 22:00:00
2711,23-03-2018,422,23,50.0,42,1.7,0.34972123669538774,-6.8,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-23 23:00:00
2712,24-03-2018,403,0,47.0,46,1.7,0.3644196654840345,-5.9,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 00:00:00
2713,24-03-2018,360,1,47.0,51,1.1,0.35529650278763303,-4.5,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 01:00:00
2714,24-03-2018,305,2,50.0,50,1.7,0.3253928028383173,-4.5,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 02:00:00
2715,24-03-2018,197,3,50.0,51,0.8,0.32032437911809425,-4.3,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 03:00:00
2716,24-03-2018,122,4,51.0,54,1.2,0.26507856056766343,-3.4,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 04:00:00
2717,24-03-2018,82,5,47.0,54,1.3,0.2615306639635073,-3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 05:00:00
2718,24-03-2018,113,6,42.0,50,0.6,0.30714647744551443,-5.3,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 06:00:00
2719,24-03-2018,198,7,40.0,54,0.9,0.2838317283324886,-4.4,0.01,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 07:00:00
2720,24-03-2018,424,8,45.0,49,0.4,0.2802838317283325,-5.3,0.19,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 08:00:00
2721,24-03-2018,456,9,65.0,40,2.5,0.2843385707045109,-6.1,0.69,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 09:00:00
2722,24-03-2018,494,10,72.0,43,1.5,0.26964014191586416,-4.5,0.42,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 10:00:00
2723,24-03-2018,589,11,90.0,56,2.0,0.188545362392296,0.6,1.11,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 11:00:00
2724,24-03-2018,806,12,106.0,52,3.1,0.1839837810440953,1.1,2.27,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 12:00:00
2725,24-03-2018,880,13,124.0,50,2.5,0.17840851495184998,2.2,2.48,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 13:00:00
2726,24-03-2018,855,14,127.0,55,3.4,0.17790167257982767,3.8,2.42,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 14:00:00
2727,24-03-2018,1025,15,124.0,58,4.1,0.1910795742524075,4.3,2.26,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 15:00:00
2728,24-03-2018,947,16,123.0,61,3.4,0.16827166751140396,4.9,1.82,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 16:00:00
2729,24-03-2018,916,17,111.0,66,4.2,0.17232640648758235,4.9,1.18,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 17:00:00
2730,24-03-2018,736,18,90.0,76,3.0,0.1322858590978206,4.9,0.45,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 18:00:00
2731,24-03-2018,521,19,77.0,80,2.8,0.10491637100861632,4.4,0.05,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 19:00:00
2732,24-03-2018,513,20,71.0,83,3.3,0.08920425747592499,4.4,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 20:00:00
2733,24-03-2018,487,21,67.0,84,2.8,0.08413583375570198,4.1,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 21:00:00
2734,24-03-2018,460,22,65.0,85,2.3,0.07095793208312215,4.1,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 22:00:00
2735,24-03-2018,354,23,64.0,85,2.3,0.06487582361885454,4.0,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-24 23:00:00
2736,25-03-2018,372,0,64.0,84,1.4,0.07298530157121136,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 00:00:00
2737,25-03-2018,267,1,64.0,82,1.2,0.08058793715154587,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 01:00:00
2738,25-03-2018,195,2,60.0,82,1.3,0.08667004561581348,3.1,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 02:00:00
2739,25-03-2018,139,3,55.0,83,0.9,0.08058793715154587,2.8,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 03:00:00
2740,25-03-2018,90,4,53.0,82,1.0,0.08768373035985809,2.4,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 04:00:00
2741,25-03-2018,60,5,50.0,83,0.7,0.08768373035985809,2.3,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 05:00:00
2742,25-03-2018,71,6,46.0,84,0.7,0.08413583375570198,2.1,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 06:00:00
2743,25-03-2018,137,7,47.0,82,1.3,0.08667004561581348,1.8,0.02,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 07:00:00
2744,25-03-2018,225,8,50.0,79,1.1,0.08920425747592499,1.6,0.23,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 08:00:00
2745,25-03-2018,331,9,63.0,73,1.3,0.0968068930562595,1.8,0.79,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 09:00:00
2746,25-03-2018,359,10,84.0,65,1.8,0.10238215914850482,2.1,1.67,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 10:00:00
2747,25-03-2018,466,11,107.0,56,2.0,0.11860111505321846,2.2,2.27,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 11:00:00
2748,25-03-2018,626,12,127.0,45,1.3,0.14901165737455652,1.0,2.63,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 12:00:00
2749,25-03-2018,784,13,146.0,38,1.9,0.14597060314242272,0.4,2.75,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 13:00:00
2750,25-03-2018,882,14,161.0,37,2.4,0.14597060314242272,1.3,2.62,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 14:00:00
2751,25-03-2018,960,15,167.0,38,3.1,0.12062848454130765,2.2,2.27,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 15:00:00
2752,25-03-2018,1031,16,165.0,39,3.1,0.17181956411556007,2.4,1.91,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 16:00:00
2753,25-03-2018,911,17,158.0,40,2.3,0.23010643689812468,2.2,1.28,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 17:00:00
2754,25-03-2018,768,18,144.0,44,2.7,0.2883933096806893,2.2,0.6,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 18:00:00
2755,25-03-2018,571,19,126.0,59,2.5,0.1809427268119615,4.7,0.08,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 19:00:00
2756,25-03-2018,502,20,107.0,70,2.8,0.10593005575266093,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 20:00:00
2757,25-03-2018,456,21,98.0,74,2.2,0.09731373542828181,5.3,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 21:00:00
2758,25-03-2018,424,22,88.0,79,2.0,0.08920425747592499,5.3,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 22:00:00
2759,25-03-2018,336,23,80.0,82,1.3,0.08565636087176888,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-25 23:00:00
2760,26-03-2018,244,0,71.0,84,2.3,0.08008109477952358,4.5,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 00:00:00
2761,26-03-2018,185,1,63.0,87,1.8,0.06386213887480993,4.2,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 01:00:00
2762,26-03-2018,93,2,54.0,95,1.5,0.03142422706538267,4.6,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 02:00:00
2763,26-03-2018,62,3,55.0,96,1.6,0.022807906741003553,4.9,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 03:00:00
2764,26-03-2018,65,4,55.0,96,2.0,0.01317790167257983,4.9,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 04:00:00
2765,26-03-2018,98,5,54.0,97,1.5,0.005575266092245313,4.9,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 05:00:00
2766,26-03-2018,227,6,57.0,97,0.5,0.026862645717181957,5.2,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 06:00:00
2767,26-03-2018,581,7,60.0,96,0.6,0.033958438925494175,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 07:00:00
2768,26-03-2018,983,8,64.0,90,1.4,0.0456158134820071,4.8,0.13,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 08:00:00
2769,26-03-2018,540,9,76.0,82,0.7,0.06082108464267613,4.7,0.55,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 09:00:00
2770,26-03-2018,415,10,100.0,70,1.0,0.08109477952356817,4.7,1.57,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 10:00:00
2771,26-03-2018,422,11,126.0,60,2.4,0.12873796249366448,5.0,2.23,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 11:00:00
2772,26-03-2018,492,12,146.0,53,2.5,0.16269640141915864,5.1,2.65,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 12:00:00
2773,26-03-2018,504,13,160.0,47,2.5,0.21895590471363408,4.6,2.8,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 13:00:00
2774,26-03-2018,575,14,174.0,39,2.9,0.24987328940699444,3.2,2.7,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 14:00:00
2775,26-03-2018,604,15,176.0,33,3.6,0.48555499239736444,1.1,2.44,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 15:00:00
2776,26-03-2018,819,16,177.0,33,3.4,0.44095286365940195,1.2,1.96,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 16:00:00
2777,26-03-2018,925,17,171.0,31,3.3,0.5311708058793715,-0.1,1.33,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 17:00:00
2778,26-03-2018,1477,18,160.0,33,2.9,0.5631018753167765,-0.2,0.6,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 18:00:00
2779,26-03-2018,1031,19,143.0,37,3.1,0.6183476938672072,-0.2,0.1,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 19:00:00
2780,26-03-2018,835,20,129.0,42,2.8,0.516979219462747,0.2,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 20:00:00
2781,26-03-2018,798,21,116.0,54,1.5,0.3375570197668525,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 21:00:00
2782,26-03-2018,662,22,107.0,58,1.4,0.2904206791687785,2.7,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 22:00:00
2783,26-03-2018,447,23,98.0,62,0.6,0.25747592498732896,2.8,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-26 23:00:00
2784,27-03-2018,380,0,90.0,68,1.1,0.20223010643689812,3.3,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 00:00:00
2785,27-03-2018,278,1,87.0,70,0.9,0.1880385200202737,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 01:00:00
2786,27-03-2018,163,2,83.0,70,0.8,0.1860111505321845,3.1,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 02:00:00
2787,27-03-2018,127,3,81.0,71,0.9,0.17790167257982767,3.1,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 03:00:00
2788,27-03-2018,95,4,78.0,70,0.3,0.1865179929042068,2.6,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 04:00:00
2789,27-03-2018,110,5,80.0,63,0.8,0.20881905727318803,1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 05:00:00
2790,27-03-2018,231,6,81.0,66,0.6,0.1966548403446528,2.1,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 06:00:00
2791,27-03-2018,705,7,85.0,67,0.7,0.22706538266599088,2.7,0.02,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 07:00:00
2792,27-03-2018,1201,8,93.0,62,0.6,0.24936644703497213,2.3,0.25,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 08:00:00
2793,27-03-2018,699,9,116.0,51,0.8,0.2387227572225038,1.7,0.84,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 09:00:00
2794,27-03-2018,462,10,139.0,40,0.8,0.2833248859604663,0.5,1.6,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 10:00:00
2795,27-03-2018,560,11,158.0,40,1.9,0.31424227065382665,2.2,1.95,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 11:00:00
2796,27-03-2018,586,12,167.0,47,2.4,0.3005575266092245,5.3,1.76,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 12:00:00
2797,27-03-2018,563,13,186.0,46,2.1,0.31170805879371516,6.7,2.54,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 13:00:00
2798,27-03-2018,618,14,194.0,45,2.0,0.30258489609731376,7.1,2.05,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 14:00:00
2799,27-03-2018,636,15,199.0,45,2.7,0.3289406994424734,7.6,1.79,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 15:00:00
2800,27-03-2018,774,16,195.0,50,3.4,0.2970096300050684,8.7,1.6,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 16:00:00
2801,27-03-2018,960,17,184.0,54,3.2,0.29295489102889,8.9,1.05,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 17:00:00
2802,27-03-2018,1521,18,168.0,60,3.1,0.2802838317283325,8.9,0.46,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 18:00:00
2803,27-03-2018,1020,19,150.0,67,2.6,0.21540800810947797,8.9,0.07,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 19:00:00
2804,27-03-2018,864,20,139.0,72,2.4,0.18144956918398378,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 20:00:00
2805,27-03-2018,866,21,134.0,73,1.5,0.15103902686264573,8.6,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 21:00:00
2806,27-03-2018,764,22,129.0,75,1.3,0.151545869234668,8.5,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 22:00:00
2807,27-03-2018,527,23,124.0,74,1.5,0.16675114039533706,7.8,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-27 23:00:00
2808,28-03-2018,400,0,120.0,76,0.8,0.16168271667511405,7.8,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 00:00:00
2809,28-03-2018,337,1,116.0,74,1.2,0.17587430309173846,7.1,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 01:00:00
2810,28-03-2018,225,2,115.0,75,1.9,0.188545362392296,7.2,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 02:00:00
2811,28-03-2018,150,3,109.0,79,0.8,0.1804358844399392,7.3,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 03:00:00
2812,28-03-2018,104,4,106.0,77,0.9,0.2002027369488089,6.7,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 04:00:00
2813,28-03-2018,107,5,102.0,80,0.8,0.17181956411556007,6.8,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 05:00:00
2814,28-03-2018,258,6,96.0,84,0.7,0.1388748099341105,7.0,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 06:00:00
2815,28-03-2018,741,7,96.0,82,1.1,0.13025848960973138,6.6,0.04,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 07:00:00
2816,28-03-2018,1353,8,103.0,77,0.7,0.15914850481500253,6.4,0.37,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 08:00:00
2817,28-03-2018,723,9,124.0,66,1.0,0.26305119107957425,6.2,0.91,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 09:00:00
2818,28-03-2018,494,10,147.0,62,2.9,0.3329954384186518,7.4,1.59,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 10:00:00
2819,28-03-2018,588,11,156.0,60,3.7,0.4004054738976178,7.8,1.44,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 11:00:00
2820,28-03-2018,629,12,165.0,57,3.8,0.4328433857070451,7.9,1.55,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 12:00:00
2821,28-03-2018,723,13,175.0,54,3.1,0.5261023821591484,8.0,1.63,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 13:00:00
2822,28-03-2018,698,14,186.0,46,4.4,0.8297009630005068,6.7,2.14,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 14:00:00
2823,28-03-2018,785,15,182.0,45,4.1,0.9533705017739482,6.0,1.86,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 15:00:00
2824,28-03-2018,943,16,183.0,43,4.3,0.9650278763304612,5.4,1.3,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 16:00:00
2825,28-03-2018,1221,17,176.0,45,4.2,0.973137354282818,5.5,0.7,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 17:00:00
2826,28-03-2018,1839,18,170.0,53,3.1,0.9265078560567663,7.3,0.35,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 18:00:00
2827,28-03-2018,1288,19,160.0,60,2.8,0.7141409021794222,8.2,0.06,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 19:00:00
2828,28-03-2018,1133,20,152.0,65,2.2,0.48707551951343137,8.6,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 20:00:00
2829,28-03-2018,1035,21,142.0,70,0.8,0.35276229092752154,8.7,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 21:00:00
2830,28-03-2018,907,22,136.0,73,2.0,0.3127217435377598,8.8,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 22:00:00
2831,28-03-2018,614,23,135.0,74,1.2,0.29194120628484543,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-28 23:00:00
2832,29-03-2018,466,0,134.0,77,1.5,0.2584896097313735,9.4,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 00:00:00
2833,29-03-2018,390,1,130.0,81,1.9,0.23162696401419158,9.8,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 01:00:00
2834,29-03-2018,254,2,129.0,83,1.6,0.17334009123162697,10.0,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 02:00:00
2835,29-03-2018,170,3,127.0,80,0.4,0.1809427268119615,9.3,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 03:00:00
2836,29-03-2018,109,4,128.0,81,0.2,0.19817536746071973,9.6,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 04:00:00
2837,29-03-2018,106,5,127.0,83,0.8,0.1849974657881399,9.8,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 05:00:00
2838,29-03-2018,274,6,126.0,83,0.5,0.15458692346680183,9.7,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 06:00:00
2839,29-03-2018,781,7,128.0,82,0.6,0.17384693360364928,9.7,0.01,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 07:00:00
2840,29-03-2018,1281,8,133.0,80,1.2,0.17334009123162697,9.9,0.14,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 08:00:00
2841,29-03-2018,757,9,135.0,79,1.9,0.17992904206791688,9.9,0.2,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 09:00:00
2842,29-03-2018,482,10,150.0,69,1.5,0.26609224531170805,9.3,1.02,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 10:00:00
2843,29-03-2018,583,11,161.0,63,1.2,0.267612772427775,9.0,1.08,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 11:00:00
2844,29-03-2018,714,12,182.0,55,2.3,0.2873796249366447,9.0,2.24,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 12:00:00
2845,29-03-2018,716,13,195.0,48,1.9,0.2883933096806893,8.1,2.32,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 13:00:00
2846,29-03-2018,711,14,202.0,47,2.4,0.26051697921946276,8.5,2.3,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 14:00:00
2847,29-03-2018,781,15,208.0,42,3.1,0.2782564622402433,7.4,2.1,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 15:00:00
2848,29-03-2018,957,16,207.0,38,2.2,0.36188545362392294,5.8,1.63,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 16:00:00
2849,29-03-2018,1194,17,203.0,48,2.8,0.30816016218955905,8.9,1.14,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 17:00:00
2850,29-03-2018,1776,18,191.0,47,2.4,0.4637607704004055,7.5,0.57,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 18:00:00
2851,29-03-2018,1260,19,175.0,61,2.2,0.3705017739483021,9.8,0.11,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 19:00:00
2852,29-03-2018,1079,20,156.0,64,2.7,0.33400912316269643,8.8,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 20:00:00
2853,29-03-2018,1046,21,144.0,66,1.7,0.3294475418144957,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 21:00:00
2854,29-03-2018,949,22,133.0,71,2.1,0.2807906741003548,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 22:00:00
2855,29-03-2018,614,23,127.0,75,1.6,0.22706538266599088,8.3,0.0,0.0,0.0,Spring,No Holiday,Yes,2018-03-29 23:00:00
